brand,card_id,coord_name,part,img_url
"アイプリ3だん","V3-010","レインボーキャンディバズリウム","ワンピース","https://aipri.jp/verse/item/img/3/Item_ID30499.webp"
"アイプリ3だん","V3-011","レインボーキャンディバズリウム","シューズ","https://aipri.jp/verse/item/img/3/Item_ID30500.webp"
"アイプリ3だん","V3-012","レインボーキャンディバズリウム","アクセサリ","https://aipri.jp/verse/item/img/3/Item_ID30501.webp"
"アイプリ3だん","V3-013","ベアベアベアバズリウム","ワンピース","https://aipri.jp/verse/item/img/3/Item_ID30502.webp"
"アイプリ3だん","V3-014","ベアベアベアバズリウム","シューズ","https://aipri.jp/verse/item/img/3/Item_ID30503.webp"
"アイプリ3だん","V3-015","ベアベアベアバズリウム","アクセサリ","https://aipri.jp/verse/item/img/3/Item_ID30504.webp"
"アイプリ3だん","V3-047","おとめざカーネリアン","トップス","https://aipri.jp/verse/item/img/3/Item_ID30505.webp"
"アイプリ3だん","V3-048","おとめざカーネリアン","ボトムス","https://aipri.jp/verse/item/img/3/Item_ID30506.webp"
"アイプリ3だん","V3-049","おとめざカーネリアン","シューズ","https://aipri.jp/verse/item/img/3/Item_ID30507.webp"
"アイプリ3だん","V3-050","おとめざカーネリアン","アクセサリ","https://aipri.jp/verse/item/img/3/Item_ID30508.webp"
"アイプリ3だん","V3-051","おとぎばなしあかずきん","トップス","https://aipri.jp/verse/item/img/3/Item_ID30509.webp"
"アイプリ3だん","V3-052","おとぎばなしあかずきん","ボトムス","https://aipri.jp/verse/item/img/3/Item_ID30510.webp"
"アイプリ3だん","V3-053","おとぎばなしあかずきん","シューズ","https://aipri.jp/verse/item/img/3/Item_ID30511.webp"
"アイプリ3だん","V3-054","おとぎばなしあかずきん","アクセサリ","https://aipri.jp/verse/item/img/3/Item_ID30512.webp"
"アイプリ3だん","V3-055","おとぎばなしあかずきんイエロー","トップス","https://aipri.jp/verse/item/img/3/Item_ID30513.webp"
"アイプリ3だん","V3-056","おとぎばなしあかずきんイエロー","ボトムス","https://aipri.jp/verse/item/img/3/Item_ID30514.webp"
"アイプリ3だん","V3-057","おとぎばなしあかずきんイエロー","シューズ","https://aipri.jp/verse/item/img/3/Item_ID30515.webp"
"アイプリ3だん","V3-058","おとぎばなしあかずきんイエロー","アクセサリ","https://aipri.jp/verse/item/img/3/Item_ID30516.webp"
"アイプリ3だん","V3-059","カワイイあめちゃん","ワンピース","https://aipri.jp/verse/item/img/3/Item_ID30517.webp"
"アイプリ3だん","V3-060","カワイイあめちゃん","シューズ","https://aipri.jp/verse/item/img/3/Item_ID30518.webp"
"アイプリ3だん","V3-061","カワイイあめちゃん","アクセサリ","https://aipri.jp/verse/item/img/3/Item_ID30519.webp"
"アイプリ3だん","V3-062","カワイイくまさん","ワンピース","https://aipri.jp/verse/item/img/3/Item_ID30520.webp"
"アイプリ3だん","V3-063","カワイイくまさん","シューズ","https://aipri.jp/verse/item/img/3/Item_ID30521.webp"
"アイプリ3だん","V3-064","カワイイくまさん","アクセサリ","https://aipri.jp/verse/item/img/3/Item_ID30522.webp"
"アイプリ3だん","V3-065","おやすみメリー","ワンピース","https://aipri.jp/verse/item/img/3/Item_ID30523.webp"
"アイプリ3だん","V3-066","おやすみメリー","シューズ","https://aipri.jp/verse/item/img/3/Item_ID30524.webp"
"アイプリ3だん","V3-067","おやすみメリー","アクセサリ","https://aipri.jp/verse/item/img/3/Item_ID30525.webp"
"アイプリ3だん","V3-068","おやすみメリーモーニング","ワンピース","https://aipri.jp/verse/item/img/3/Item_ID30526.webp"
"アイプリ3だん","V3-069","おやすみメリーモーニング","シューズ","https://aipri.jp/verse/item/img/3/Item_ID30527.webp"
"アイプリ3だん","V3-070","おやすみメリーモーニング","アクセサリ","https://aipri.jp/verse/item/img/3/Item_ID30528.webp"
"アイプリ3だん","V3-071","ハッピーバースデー！みつき","トップス","https://aipri.jp/verse/item/img/3/Item_ID30529.webp"
"アイプリ3だん","V3-072","ハッピーバースデー！みつき","ボトムス","https://aipri.jp/verse/item/img/3/Item_ID30530.webp"
"アイプリ3だん","V3-073","ハッピーバースデー！みつき","シューズ","https://aipri.jp/verse/item/img/3/Item_ID30531.webp"
"アイプリ3だん","V3-074","ハッピーバースデー！みつき","アクセサリ","https://aipri.jp/verse/item/img/3/Item_ID30532.webp"
"アイプリ3だん","V3-075","ハッピーバースデー！リンリン","トップス","https://aipri.jp/verse/item/img/3/Item_ID30533.webp"
"アイプリ3だん","V3-076","ハッピーバースデー！リンリン","ボトムス","https://aipri.jp/verse/item/img/3/Item_ID30534.webp"
