brand,card_id,coord_name,part,img_url
"第3章","P03-01","エレガントジュエル","ワンピース","https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P03/333.png"
"第3章","P03-01","エレガントジュエル","シューズ","https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P03/334.png"
"第3章","P03-01","エレガントジュエル","アクセサリ","https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P03/335.png"
"第3章","P03-02","エレガントジュエルブルー","ワンピース","https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P03/336.png"
"第3章","P03-02","エレガントジュエルブルー","シューズ","https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P03/337.png"
"第3章","P03-02","エレガントジュエルブルー","アクセサリ","https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P03/338.png"
"第3章","P03-03","ハートフェザー","ワンピース","https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P03/339.png"
"第3章","P03-03","ハートフェザー","シューズ","https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P03/340.png"
"第3章","P03-03","ハートフェザー","アクセサリ","https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P03/341.png"
"第3章","P03-04","ハートフェザーパープル","ワンピース","https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P03/342.png"
"第3章","P03-04","ハートフェザーパープル","シューズ","https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P03/343.png"
"第3章","P03-04","ハートフェザーパープル","アクセサリ","https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P03/344.png"
"第3章","P03-05","マーチンググリーン","トップス","https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P03/345.png"
"第3章","P03-05","マーチンググリーン","ボトムス","https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P03/346.png"
"第3章","P03-05","マーチンググリーン","シューズ","https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P03/347.png"
"第3章","P03-05","マーチンググリーン","アクセサリ","https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P03/348.png"
"第3章","P03-06","マーチングイエロー","トップス","https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P03/349.png"
"第3章","P03-06","マーチングイエロー","ボトムス","https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P03/350.png"
"第3章","P03-06","マーチングイエロー","シューズ","https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P03/351.png"
"第3章","P03-06","マーチングイエロー","アクセサリ","https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P03/352.png"
"第3章","P03-07","ジャスティスローズ","トップス","https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P03/353.png"
"第3章","P03-07","ジャスティスローズ","ボトムス","https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P03/354.png"
"第3章","P03-07","ジャスティスローズ","シューズ","https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P03/355.png"
"第3章","P03-07","ジャスティスローズ","アクセサリ","https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P03/356.png"
"第3章","P03-08","ジャスティスローズパープル","トップス","https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P03/357.png"
"第3章","P03-08","ジャスティスローズパープル","ボトムス","https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P03/358.png"
"第3章","P03-08","ジャスティスローズパープル","シューズ","https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P03/359.png"
"第3章","P03-08","ジャスティスローズパープル","アクセサリ","https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P03/360.png"
"第3章","P03-09","ローズクイーン","トップス","https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P03/361.png"
"第3章","P03-09","ローズクイーン","ボトムス","https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P03/362.png"
"第3章","P03-09","ローズクイーン","シューズ","https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P03/363.png"
"第3章","P03-09","ローズクイーン","アクセサリ","https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P03/364.png"
"第3章","P03-10","ローズクイーンブルー","トップス","https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P03/365.png"
"第3章","P03-10","ローズクイーンブルー","ボトムス","https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P03/366.png"
"第3章","P03-10","ローズクイーンブルー","シューズ","https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P03/367.png"
"第3章","P03-10","ローズクイーンブルー","アクセサリ","https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P03/368.png"
"第3章","P03-11","ショコラティエ","トップス","https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P03/369.png"
"第3章","P03-11","ショコラティエ","ボトムス","https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P03/370.png"
"第3章","P03-11","ショコラティエ","シューズ","https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P03/371.png"
"第3章","P03-11","ショコラティエ","アクセサリ","https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P03/372.png"
