brand,card_id,coord_name,part,img_url
"リング6だん","APR6-001","プリンセスバズリウムハートピンク","ワンピース","https://aipri.jp/verse/item/img/ring6/Item_ID32713.webp"
"リング6だん","APR6-002","プリンセスバズリウムハートピンク","シューズ","https://aipri.jp/verse/item/img/ring6/Item_ID32714.webp"
"リング6だん","APR6-003","プリンセスバズリウムハートピンク","アクセサリ","https://aipri.jp/verse/item/img/ring6/Item_ID32715.webp"
"リング6だん","APR6-004","プリンセスバズリウムムーンブルー","ワンピース","https://aipri.jp/verse/item/img/ring6/Item_ID32716.webp"
"リング6だん","APR6-005","プリンセスバズリウムムーンブルー","シューズ","https://aipri.jp/verse/item/img/ring6/Item_ID32717.webp"
"リング6だん","APR6-006","プリンセスバズリウムムーンブルー","アクセサリ","https://aipri.jp/verse/item/img/ring6/Item_ID32718.webp"
"リング6だん","APR6-116","ゆうじょうさくらツイン　ひまり","ワンピース","https://aipri.jp/verse/item/img/ring6/Item_ID32703.webp"
"リング6だん","APR6-117","ゆうじょうさくらツイン　ひまり","シューズ","https://aipri.jp/verse/item/img/ring6/Item_ID32704.webp"
"リング6だん","APR6-118","ゆうじょうさくらツイン　ひまり","アクセサリ","https://aipri.jp/verse/item/img/ring6/Item_ID32705.webp"
"リング6だん","APR6-119","ゆうじょうさくらツイン　みつき","ワンピース","https://aipri.jp/verse/item/img/ring6/Item_ID32706.webp"
"リング6だん","APR6-120","ゆうじょうさくらツイン　みつき","シューズ","https://aipri.jp/verse/item/img/ring6/Item_ID32707.webp"
"リング6だん","APR6-121","ゆうじょうさくらツイン　みつき","アクセサリ","https://aipri.jp/verse/item/img/ring6/Item_ID32708.webp"
"リング6だん","APR6-009","プリンセスバズリウムシークレットフレンズ∞","ワンピース","https://aipri.jp/verse/item/img/ring6/Item_ID32623.webp"
"リング6だん","APR6-010","プリンセスバズリウムシークレットフレンズ∞","シューズ","https://aipri.jp/verse/item/img/ring6/Item_ID32624.webp"
