brand,card_id,coord_name,part,img_url
"おねがい3だん","OA3-001","じょうねつゴシックバズリウム","ワンピース","https://aipri.jp/verse/item/img/oa3/Item_ID33231.webp"
"おねがい3だん","OA3-002","じょうねつゴシックバズリウム","シューズ","https://aipri.jp/verse/item/img/oa3/Item_ID33232.webp"
"おねがい3だん","OA3-003","じょうねつゴシックバズリウム","アクセサリ","https://aipri.jp/verse/item/img/oa3/Item_ID33233.webp"
"おねがい3だん","OA3-004","きぼうのクリスタルバズリウム","ワンピース","https://aipri.jp/verse/item/img/oa3/Item_ID33234.webp"
"おねがい3だん","OA3-005","きぼうのクリスタルバズリウム","シューズ","https://aipri.jp/verse/item/img/oa3/Item_ID33235.webp"
"おねがい3だん","OA3-006","きぼうのクリスタルバズリウム","アクセサリ","https://aipri.jp/verse/item/img/oa3/Item_ID33236.webp"
"おねがい3だん","OA3-007","エプロンブーケイエロー","ワンピース","https://aipri.jp/verse/item/img/oa3/Item_ID33237.webp"
"おねがい3だん","OA3-008","エプロンブーケイエロー","シューズ","https://aipri.jp/verse/item/img/oa3/Item_ID33238.webp"
"おねがい3だん","OA3-009","エプロンブーケイエロー","アクセサリ","https://aipri.jp/verse/item/img/oa3/Item_ID33239.webp"
"おねがい3だん","OA3-010","エプロンブーケレッド","ワンピース","https://aipri.jp/verse/item/img/oa3/Item_ID33240.webp"
"おねがい3だん","OA3-011","エプロンブーケレッド","シューズ","https://aipri.jp/verse/item/img/oa3/Item_ID33241.webp"
"おねがい3だん","OA3-012","エプロンブーケレッド","アクセサリ","https://aipri.jp/verse/item/img/oa3/Item_ID33242.webp"
"おねがい3だん","OA3-013","ゴシックフレアレッド","ワンピース","https://aipri.jp/verse/item/img/oa3/Item_ID33243.webp"
"おねがい3だん","OA3-014","ゴシックフレアレッド","シューズ","https://aipri.jp/verse/item/img/oa3/Item_ID33244.webp"
"おねがい3だん","OA3-015","ゴシックフレアレッド","アクセサリ","https://aipri.jp/verse/item/img/oa3/Item_ID33245.webp"
"おねがい3だん","OA3-016","ゴシックフレアパープル","ワンピース","https://aipri.jp/verse/item/img/oa3/Item_ID33246.webp"
"おねがい3だん","OA3-017","ゴシックフレアパープル","シューズ","https://aipri.jp/verse/item/img/oa3/Item_ID33247.webp"
"おねがい3だん","OA3-018","ゴシックフレアパープル","アクセサリ","https://aipri.jp/verse/item/img/oa3/Item_ID33248.webp"
"おねがい3だん","OA3-019","ローズリボン","トップス","https://aipri.jp/verse/item/img/oa3/Item_ID33249.webp"
"おねがい3だん","OA3-020","ローズリボン","ボトムス","https://aipri.jp/verse/item/img/oa3/Item_ID33250.webp"
"おねがい3だん","OA3-021","ローズリボン","シューズ","https://aipri.jp/verse/item/img/oa3/Item_ID33251.webp"
"おねがい3だん","OA3-022","ローズリボン","アクセサリ","https://aipri.jp/verse/item/img/oa3/Item_ID33252.webp"
"おねがい3だん","OA3-023","うらないクォーツ","トップス","https://aipri.jp/verse/item/img/oa3/Item_ID33253.webp"
"おねがい3だん","OA3-024","うらないクォーツ","ボトムス","https://aipri.jp/verse/item/img/oa3/Item_ID33254.webp"
"おねがい3だん","OA3-025","うらないクォーツ","シューズ","https://aipri.jp/verse/item/img/oa3/Item_ID33255.webp"
"おねがい3だん","OA3-026","うらないクォーツ","アクセサリ","https://aipri.jp/verse/item/img/oa3/Item_ID33256.webp"
"おねがい3だん","OA3-027","ジューシーサマーブルー","ワンピース","https://aipri.jp/verse/item/img/oa3/Item_ID33257.webp"
"おねがい3だん","OA3-028","ジューシーサマーブルー","シューズ","https://aipri.jp/verse/item/img/oa3/Item_ID33258.webp"
"おねがい3だん","OA3-029","ジューシーサマーブルー","アクセサリ","https://aipri.jp/verse/item/img/oa3/Item_ID33259.webp"
"おねがい3だん","OA3-030","スイートいちご","トップス","https://aipri.jp/verse/item/img/oa3/Item_ID33260.webp"
