brand,card_id,coord_name,part,img_url
"リング2だん","APR2-001","スペースバズリウムスターズピンク","ワンピース","https://aipri.jp/verse/item/img/ring2/Item_ID31851.webp"
"リング2だん","APR2-002","スペースバズリウムスターズピンク","シューズ","https://aipri.jp/verse/item/img/ring2/Item_ID31852.webp"
"リング2だん","APR2-003","スペースバズリウムスターズピンク","アクセサリ","https://aipri.jp/verse/item/img/ring2/Item_ID31853.webp"
"リング2だん","APR2-004","スペースバズリウムスターズブルー","ワンピース","https://aipri.jp/verse/item/img/ring2/Item_ID31854.webp"
"リング2だん","APR2-005","スペースバズリウムスターズブルー","シューズ","https://aipri.jp/verse/item/img/ring2/Item_ID31855.webp"
"リング2だん","APR2-006","スペースバズリウムスターズブルー","アクセサリ","https://aipri.jp/verse/item/img/ring2/Item_ID31856.webp"
"リング2だん","APR2-209","ときめきビジューツイン　じゅりあ","ワンピース","https://aipri.jp/verse/item/img/ring2/Item_ID31839.webp"
"リング2だん","APR2-210","ときめきビジューツイン　じゅりあ","シューズ","https://aipri.jp/verse/item/img/ring2/Item_ID31840.webp"
"リング2だん","APR2-211","ときめきビジューツイン　じゅりあ","アクセサリ","https://aipri.jp/verse/item/img/ring2/Item_ID31841.webp"
"リング2だん","APR2-212","ときめきビジューツイン　える","ワンピース","https://aipri.jp/verse/item/img/ring2/Item_ID31842.webp"
"リング2だん","APR2-213","ときめきビジューツイン　える","シューズ","https://aipri.jp/verse/item/img/ring2/Item_ID31843.webp"
"リング2だん","APR2-214","ときめきビジューツイン　える","アクセサリ","https://aipri.jp/verse/item/img/ring2/Item_ID31844.webp"
"リング2だん","APR2-013","スペースバズリウムスターズキューティー","ワンピース","https://aipri.jp/verse/item/img/ring2/Item_ID31661.webp"
"リング2だん","APR2-014","スペースバズリウムスターズキューティー","シューズ","https://aipri.jp/verse/item/img/ring2/Item_ID31662.webp"
"リング2だん","APR2-015","スペースバズリウムスターズキューティー","アクセサリ","https://aipri.jp/verse/item/img/ring2/Item_ID31663.webp"
"リング2だん","APR2-016","スペースバズリウムスターズマジシャン","ワンピース","https://aipri.jp/verse/item/img/ring2/Item_ID31664.webp"
"リング2だん","APR2-017","スペースバズリウムスターズマジシャン","シューズ","https://aipri.jp/verse/item/img/ring2/Item_ID31665.webp"
"リング2だん","APR2-018","スペースバズリウムスターズマジシャン","アクセサリ","https://aipri.jp/verse/item/img/ring2/Item_ID31666.webp"
"リング2だん","APR2-033","しあわせのクリスタルイエロー","トップス","https://aipri.jp/verse/item/img/ring2/Item_ID31667.webp"
"リング2だん","APR2-034","しあわせのクリスタルイエロー","ボトムス","https://aipri.jp/verse/item/img/ring2/Item_ID31668.webp"
"リング2だん","APR2-035","しあわせのクリスタルイエロー","シューズ","https://aipri.jp/verse/item/img/ring2/Item_ID31669.webp"
"リング2だん","APR2-036","しあわせのクリスタルイエロー","アクセサリ","https://aipri.jp/verse/item/img/ring2/Item_ID31670.webp"
"リング2だん","APR2-037","わくわくベーカリー","トップス","https://aipri.jp/verse/item/img/ring2/Item_ID31671.webp"
"リング2だん","APR2-038","わくわくベーカリー","ボトムス","https://aipri.jp/verse/item/img/ring2/Item_ID31672.webp"
"リング2だん","APR2-039","わくわくベーカリー","シューズ","https://aipri.jp/verse/item/img/ring2/Item_ID31673.webp"
"リング2だん","APR2-040","わくわくベーカリー","アクセサリ","https://aipri.jp/verse/item/img/ring2/Item_ID31674.webp"
"リング2だん","APR2-068","スクールメイツクール","ワンピース","https://aipri.jp/verse/item/img/ring2/Item_ID31675.webp"
"リング2だん","APR2-069","スクールメイツクール","シューズ","https://aipri.jp/verse/item/img/ring2/Item_ID31676.webp"
"リング2だん","APR2-070","スクールメイツクール","アクセサリ","https://aipri.jp/verse/item/img/ring2/Item_ID31677.webp"
"リング2だん","APR2-071","スクールメイツラブリー","トップス","https://aipri.jp/verse/item/img/ring2/Item_ID31678.webp"
"リング2だん","APR2-072","スクールメイツラブリー","ボトムス","https://aipri.jp/verse/item/img/ring2/Item_ID31679.webp"
"リング2だん","APR2-073","スクールメイツラブリー","シューズ","https://aipri.jp/verse/item/img/ring2/Item_ID31680.webp"
"リング2だん","APR2-074","スクールメイツラブリー","アクセサリ","https://aipri.jp/verse/item/img/ring2/Item_ID31681.webp"
"リング2だん","APR2-075","スポーティバレエコアミント","トップス","https://aipri.jp/verse/item/img/ring2/Item_ID31682.webp"
"リング2だん","APR2-076","スポーティバレエコアミント","ボトムス","https://aipri.jp/verse/item/img/ring2/Item_ID31683.webp"
"リング2だん","APR2-077","スポーティバレエコアミント","シューズ","https://aipri.jp/verse/item/img/ring2/Item_ID31684.webp"
"リング2だん","APR2-078","スポーティバレエコアミント","アクセサリ","https://aipri.jp/verse/item/img/ring2/Item_ID31685.webp"
"リング2だん","APR2-079","スペースダイナーレッド","トップス","https://aipri.jp/verse/item/img/ring2/Item_ID31686.webp"
"リング2だん","APR2-080","スペースダイナーレッド","ボトムス","https://aipri.jp/verse/item/img/ring2/Item_ID31687.webp"
"リング2だん","APR2-081","スペースダイナーレッド","シューズ","https://aipri.jp/verse/item/img/ring2/Item_ID31688.webp"
"リング2だん","APR2-082","スペースダイナーレッド","アクセサリ","https://aipri.jp/verse/item/img/ring2/Item_ID31689.webp"
"リング2だん","APR2-083","ローズグランプリピンク","ワンピース","https://aipri.jp/verse/item/img/ring2/Item_ID31690.webp"
"リング2だん","APR2-084","ローズグランプリピンク","シューズ","https://aipri.jp/verse/item/img/ring2/Item_ID31691.webp"
"リング2だん","APR2-085","ローズグランプリピンク","アクセサリ","https://aipri.jp/verse/item/img/ring2/Item_ID31692.webp"
"リング2だん","APR2-086","ハッピーバースデー！おとめ","トップス","https://aipri.jp/verse/item/img/ring2/Item_ID31693.webp"
"リング2だん","APR2-087","ハッピーバースデー！おとめ","ボトムス","https://aipri.jp/verse/item/img/ring2/Item_ID31694.webp"
"リング2だん","APR2-088","ハッピーバースデー！おとめ","シューズ","https://aipri.jp/verse/item/img/ring2/Item_ID31695.webp"
"リング2だん","APR2-089","ハッピーバースデー！おとめ","アクセサリ","https://aipri.jp/verse/item/img/ring2/Item_ID31696.webp"
"リング2だん","APR2-227","ギャラティックブルー","ワンピース","https://aipri.jp/verse/item/img/ring2/Item_ID31816.webp"
"リング2だん","APR2-228","ギャラティックブルー","シューズ","https://aipri.jp/verse/item/img/ring2/Item_ID31817.webp"
"リング2だん","APR2-229","ギャラティックブルー","アクセサリ","https://aipri.jp/verse/item/img/ring2/Item_ID31818.webp"
"リング2だん","APR2-230","ギャラティックレッド","ワンピース","https://aipri.jp/verse/item/img/ring2/Item_ID31819.webp"
"リング2だん","APR2-231","ギャラティックレッド","シューズ","https://aipri.jp/verse/item/img/ring2/Item_ID31820.webp"
"リング2だん","APR2-232","ギャラティックパープル","ワンピース","https://aipri.jp/verse/item/img/ring2/Item_ID31822.webp"
"リング2だん","APR2-233","ギャラティックパープル","シューズ","https://aipri.jp/verse/item/img/ring2/Item_ID31823.webp"
"リング2だん","APR2-234","ヒロさまコーデ","ワンピース","https://aipri.jp/verse/item/img/ring2/Item_ID31825.webp"
"リング2だん","APR2-235","ヒロさまコーデ","シューズ","https://aipri.jp/verse/item/img/ring2/Item_ID31826.webp"
"リング2だん","APR2-236","ヒロさまコーデ","アクセサリ","https://aipri.jp/verse/item/img/ring2/Item_ID31827.webp"
"リング2だん","APR2-237","ハーネスルックレッド","トップス","https://aipri.jp/verse/item/img/ring2/Item_ID31828.webp"
"リング2だん","APR2-238","ハーネスルックレッド","ボトムス","https://aipri.jp/verse/item/img/ring2/Item_ID31829.webp"
